DeviceTrustLevel,IPAddress,CurrentAccessTime,UserLocation,CurrentAccessLocation,PreviousAccessTime,PreviousAccessLocation,OS,OS_Version,Browser,Browser_Version,userTypingSpeed,userKeyHold,userFlightTime,patternMatch,OperationType
2,19016,9563,8,8,9536,8,2,16,4,0,74.70003734590638,102.67181228835048,82.05330943858898,2,2
1,15460,17926,8,8,17910,8,0,5,1,14,91.68316338018238,73.18438139199111,107.41626497302187,1,2
1,13535,19857,8,8,19829,8,1,15,4,1,63.13776334162884,100.24285202037449,82.70115837390959,2,3
2,13928,21018,6,8,20981,8,2,1,3,15,71.09020590569473,97.5329311726704,89.96591645844288,0,1
0,19217,5756,2,8,5755,0,4,18,3,17,66.75038624348889,104.9872788421796,102.23446665782775,1,1
1,17737,20084,3,2,20061,9,4,22,1,14,48.06315803307178,88.67530033085767,75.99428346594252,2,0
1,7941,22599,8,8,22571,8,4,19,1,10,68.78910554171055,102.68272614335501,92.75735735731861,0,0
2,17703,13948,8,2,13945,8,4,21,4,3,68.82618758414267,96.12244154798415,95.90618119362519,0,0
1,64,1771,8,9,1777,8,1,9,3,19,94.75070114007819,107.29453782872527,87.8538361962,1,1
2,12334,2493,8,0,2510,0,1,12,1,14,67.4514314051511,92.08979726093496,102.48261043685959,2,1
1,16187,9666,8,8,9638,8,1,12,4,0,68.82347724196178,91.00817831065831,83.36308223354152,2,1
2,21522,10632,8,8,10617,8,1,9,1,10,70.07848770570288,94.97730342721923,99.36001339171196,1,1
2,4530,22846,5,8,22817,8,4,22,1,14,53.844307497466325,97.05847434228289,73.36566630291826,2,1
1,12694,13982,3,8,13980,5,2,3,2,23,64.05855811360045,103.35447642088093,81.28655296561033,2,1
1,19689,187,8,8,186,8,1,15,1,14,70.55868626859576,96.63278599765988,85.01994250234003,2,1
2,1142,2715,8,9,2735,8,4,22,4,4,67.52322334589775,101.79533711594573,92.04001391386166,0,3
1,5006,18353,8,1,18344,8,2,2,3,18,92.13995340097806,77.81834804958488,65.39006409992415,1,2
1,9335,14079,8,4,14071,8,4,21,1,10,97.56763330759566,90.4562358353125,104.13938420812701,1,3
2,7240,22618,8,3,22585,6,1,14,2,22,81.64354861215021,81.38387023301604,99.85171705055225,1,0
2,18172,14476,6,8,14465,8,1,14,1,14,73.64630021752006,111.46545284411332,94.54738227691062,0,0
2,14302,2801,8,3,2807,8,0,0,1,13,54.90037822211353,89.094177064193,78.33218030132059,0,3
0,8068,5318,8,8,5322,8,4,21,1,13,75.37632440532649,88.70012550417984,81.79906469026774,2,2
1,19579,17783,2,8,17766,7,4,22,1,14,71.16302301193952,113.50057198605629,99.46068300759605,0,0
1,6654,13905,8,8,13893,8,4,19,1,13,69.76065015248487,114.02261979562678,99.51198502661205,0,2
2,17323,9813,8,8,9790,8,3,7,2,22,73.52712731599841,95.86794705969433,92.35807898674824,2,1
1,7840,13559,8,8,13560,8,2,17,2,24,65.05814062061567,108.8413904687,93.03849454393799,2,3
0,13593,19107,8,8,19106,5,4,18,3,19,75.76635499109562,80.33347262802576,88.98736181565687,1,1
2,17496,12323,8,1,12297,9,4,22,0,9,61.84676151435115,104.97977158249307,95.88931539707701,2,2
2,3563,3690,8,8,3697,8,3,11,1,10,53.59229956660012,93.26091500132041,83.95914290797323,0,1
1,17269,146,8,9,136,8,2,3,1,10,64.57870658543276,90.21567096315266,80.74802065272326,2,3
2,9761,16957,8,8,16934,2,4,18,1,13,52.68918318484839,86.36442523846473,82.49975239646017,0,3
2,14813,451,3,8,453,8,0,6,1,14,67.7510857215581,102.14842698230389,95.28062669278297,0,1
1,17823,10659,6,8,10628,9,4,21,4,2,67.59478585561403,97.45644018049114,92.39786660706761,0,3
1,17077,1811,8,8,1823,8,4,18,3,15,68.73415863771211,96.82456306668064,94.03016985715954,0,0
2,5457,18761,9,9,18753,8,2,16,3,18,54.002418904396706,93.04679631165213,77.84342564521113,0,1
2,5407,12628,8,8,12621,8,4,19,4,4,65.2015309519442,95.11297720282379,94.62042033691637,1,1
2,1407,2351,8,8,2362,3,1,12,0,8,70.3791321377641,109.35387286515842,93.52650517379564,2,1
2,18291,464,8,2,462,8,2,2,3,19,66.93005245601987,98.32891552458717,87.04079934664371,0,0
1,7023,7279,8,8,7269,8,4,19,4,3,69.00529927970491,112.77201611631075,97.39838825588267,0,1
2,21759,12423,8,8,12406,8,1,15,1,14,67.03591420169076,102.52413813558813,95.62582635298624,0,2
2,18871,21103,5,8,21067,8,0,6,4,3,65.1323850548092,97.46585050412206,93.36003688368572,0,3
0,18765,17073,8,7,17058,8,4,21,3,16,74.62810996504058,100.83550681486136,92.9375253418675,2,0
2,6486,22561,8,0,22523,7,1,15,0,6,68.58236535900669,95.66562086093525,94.17334738411212,2,1
2,2767,14580,1,5,14566,9,4,21,1,14,58.38351920163754,91.09641430235327,89.4324593714718,0,2
1,17332,4898,8,8,4913,0,4,20,4,3,55.67359192355402,92.00728442815507,82.68044451974336,0,1
1,16499,9751,3,8,9720,8,1,15,2,22,68.76441956721658,107.49759124162898,98.95989130856579,0,1
0,12683,17243,8,8,17218,8,2,17,1,14,57.4892217316102,95.92000130714537,79.11703226715053,2,0
1,5417,22459,8,8,22425,8,1,12,1,14,57.762577085423345,98.51783976051176,89.73128455757599,0,2
2,16127,44,8,8,44,3,4,21,3,17,66.17987517950915,98.15251473125515,93.68178750696043,0,1
1,20260,22530,8,8,22492,8,4,18,3,15,67.23759530675241,101.48010319551621,87.9849181515187,0,1
2,15404,21619,8,6,21593,8,2,17,0,9,70.4671222124455,110.67831627808167,97.86339993214695,0,1
0,18246,17994,8,8,17989,1,4,21,1,10,60.809061864853795,79.56461808073931,78.68562580937217,1,1
2,6277,1386,8,8,1391,8,4,21,1,14,51.51858282770556,96.33596173904878,88.57871353638807,2,1
2,19513,17477,2,3,17454,8,4,18,4,0,66.58361113103142,99.82939342130997,91.527983771632,0,1
2,4971,6696,8,8,6681,8,1,12,1,13,61.22246011412543,89.65900553438387,91.75941432505329,2,1
1,3433,21149,8,6,21116,8,1,12,3,17,53.94768100685911,89.45836859888168,83.64642245394333,0,0
1,15710,2665,8,9,2675,8,2,3,3,15,64.29443791710169,99.89534482544494,71.55301389157879,1,1
2,19684,22501,8,4,22466,5,2,3,4,4,50.90385599956969,101.8572585520594,82.22209913200042,2,1
2,17392,1289,8,8,1302,1,4,19,4,3,90.87646678090861,109.36597985210129,94.50127430135753,1,1
1,11748,15242,8,8,15242,5,1,15,1,11,69.63800627710592,100.19947846324636,91.20277956586479,0,3
2,20735,11975,8,8,11953,8,0,0,1,14,53.37503330971848,101.76748594861859,76.49041834795943,2,0
1,7545,15955,8,8,15942,4,2,16,3,15,88.59066147871629,98.12026184720774,74.45720997969237,1,1
1,23140,4447,8,8,4467,8,4,21,1,12,82.03519894151808,86.86954366476914,88.4034264952771,1,0
1,19166,14429,8,8,14421,8,2,2,4,3,69.65072730006702,101.61777208465764,97.39585916392491,0,3
2,20596,682,8,3,680,7,4,20,1,13,51.84968070939866,91.66408393761775,82.19702044546077,0,2
2,8026,5114,8,8,5119,1,4,22,4,1,70.67373295909293,93.14889264179985,89.53581208370161,0,3
2,8973,5466,8,8,5469,0,2,16,1,11,70.15618593173475,99.48096440581288,94.38025085914329,0,2
1,6294,20826,8,8,20791,8,4,19,3,18,66.3012259219653,99.97930045406709,97.78153325674693,0,1
1,6924,17047,8,8,17032,8,2,3,3,19,74.68509219021325,112.91599527516128,94.16249682999387,0,1
1,20531,8369,8,5,8355,8,4,20,4,4,71.83804188866556,92.40155359926361,73.74549242269558,1,2
2,21183,18533,5,1,18517,8,0,6,2,24,69.74948737842242,107.30037238567444,96.65403713243387,0,2
1,17727,10078,8,8,10065,8,0,3,4,0,71.77998537174838,110.62482890900475,63.511027091880145,1,2
0,20427,13706,8,6,13699,8,0,5,2,20,64.57162949220282,95.02060215932262,89.63479482409109,0,1
0,2083,22165,8,8,22138,5,1,15,4,3,56.21983339547949,87.99091640351813,75.97669171956888,2,1
2,14404,15522,8,8,15507,8,1,15,0,8,59.11528922391766,92.50144388619262,76.85421017894937,2,1
1,20460,17774,8,8,17764,4,2,1,4,4,72.18080376654123,97.40483828691585,85.49151709089293,2,3
1,15903,19466,4,8,19462,8,2,3,1,11,64.81606315529257,106.47659431793807,85.22429766508776,0,1
2,6276,13707,9,9,13702,8,4,19,1,11,51.585535737798985,89.30351308979999,82.2497894756732,0,1
2,3314,2849,9,8,2854,8,1,9,4,3,71.23353141456664,114.11948474375558,99.71357244567635,2,3
1,17272,18022,8,8,18002,8,4,19,1,14,64.4972380899679,104.74528752701248,97.36691965591085,0,2
0,15959,7138,8,8,7115,8,2,3,1,11,70.93890560153915,86.436695874869,82.85333833207385,1,1
1,15612,582,8,8,588,0,2,3,4,3,58.345409507562046,98.97520496558946,77.12710781084284,2,3
1,21599,17412,9,9,17399,8,2,17,1,11,51.43640501605591,87.88326962262477,79.66989480177646,0,2
1,16367,20177,8,8,20147,0,4,19,1,11,52.38172858182994,87.79416627852606,79.46070764106742,0,1
2,6814,1123,8,8,1131,8,0,0,1,13,48.049037049561925,76.48754502354902,70.57640691157636,2,1
2,21093,18773,8,3,18759,8,4,19,4,0,72.44913203666701,82.60566264653866,105.78139109909921,1,2
1,7212,22580,8,3,22548,8,2,3,2,20,57.76596345281891,95.16557686606558,81.7536593025417,0,1
1,18611,5921,8,3,5912,6,4,20,2,20,95.36022475545333,102.01589806050492,79.78009681115542,1,3
2,4822,5040,8,8,5051,8,4,21,4,3,62.30896109241075,98.72528791816329,97.34014616311396,2,1
2,16712,10984,8,1,10970,8,2,3,1,12,93.5751249351874,99.09322155264434,72.12489279429512,1,1
1,1074,63,8,8,67,7,2,2,4,1,62.01779149573084,81.08816926232747,70.39605779812165,2,0
2,17569,23265,8,3,23245,6,4,18,1,11,64.08609274511701,96.97967103846595,91.80463835958184,0,1
2,12296,19394,8,2,19379,8,0,6,4,4,69.23017851925387,109.34580386673821,106.01099011798715,2,2
1,15680,23909,8,8,23866,9,0,6,4,0,64.73096371151543,97.9515322396168,96.69097140777974,0,1
0,19638,5449,8,8,5462,1,4,22,1,14,69.21252569044557,101.95085545900064,94.57383135566819,0,1
1,1943,14212,8,5,14208,8,1,9,2,21,52.8244231398869,92.45497125510536,78.47444978409023,0,2
1,19296,17279,8,8,17254,8,4,22,1,12,69.55293754124631,102.63726574645382,90.30253336407922,0,1
1,23110,17278,8,8,17262,8,4,21,0,9,55.89730717948193,88.13375382748151,80.2181347629871,0,3
0,14147,7450,8,8,7436,8,1,13,4,4,61.70108573548927,98.22614551773886,94.36530210802393,0,1
1,18679,17371,7,8,17353,7,1,9,4,4,54.931400370889186,92.09551748320109,81.91260696959024,0,1
1,21969,11067,7,2,11064,8,2,3,1,13,64.50951327018217,74.41806959228089,65.2912799681541,1,1
2,7144,9286,8,5,9267,0,4,21,1,11,47.915326717865746,91.92424918931303,88.8813922288808,2,3
1,21452,5656,8,8,5658,8,4,21,4,4,64.90989850317857,104.57903296230673,89.40838071739248,0,0
1,10875,8334,8,8,8334,5,0,6,3,16,93.03984877836365,96.15601367452768,92.58453170991113,1,0
2,18548,10972,8,8,10955,8,4,20,1,14,65.56821514825157,78.59564503054702,93.09274624107876,1,3
2,22471,15323,5,6,15317,8,2,2,1,14,78.07282454359485,75.025499408731,83.49785429965904,1,0
1,13723,12156,3,8,12142,8,0,6,1,14,65.62155061689654,103.5473837680861,80.7502921374841,0,2
1,9290,20641,8,3,20598,8,0,3,1,10,74.14033930788662,105.61595839467638,95.93103715120463,0,0
1,3018,11353,0,9,11344,8,4,21,3,15,60.81277903370795,83.03242942837721,80.33418741342948,2,2
0,15675,10465,8,8,10441,8,1,14,0,9,68.45108813032921,112.77675173589155,84.77285001316828,2,1
2,21108,16257,8,8,16231,8,2,16,1,10,68.32962550186967,96.92538205335795,91.29306106658287,0,2
0,8313,3530,8,8,3537,8,4,18,3,18,89.22582774416227,80.09913306279778,61.825880321850505,1,1
1,6325,6205,6,1,6197,8,4,21,4,4,55.228032587293725,102.1995451129664,86.45205709212375,2,3
1,3964,19751,5,8,19734,2,4,21,1,14,54.5293309543106,95.06463510023045,93.98387438539952,2,1
0,12518,18929,8,8,18923,8,4,22,3,15,65.55232077366878,96.5773667114791,93.76116079321362,0,0
1,22315,4001,2,8,4012,8,4,21,3,18,66.53836010304624,105.9005078032493,91.9011097472477,0,0
2,7120,4440,8,8,4447,8,4,21,3,19,71.34373845362214,107.75612251327341,90.11964862873478,0,1
1,8763,10217,8,8,10199,4,2,2,1,13,59.58043791374553,99.76627903874865,89.44215641541513,0,0
2,21371,20410,2,8,20370,8,0,3,1,14,65.45091079191722,97.45803222246067,94.2760868492824,0,0
0,18414,18431,8,8,18422,8,4,19,1,10,68.34164650497829,103.69844862861102,87.92490594907856,0,1
1,7683,12771,1,8,12766,9,4,18,1,10,63.69825606765377,93.41595102672478,92.28656775442387,2,1
1,13253,13489,4,7,13482,8,2,16,1,14,53.10608164486802,92.89598763859838,83.20091018076356,0,1
1,4961,9425,9,5,9408,4,0,4,4,4,87.82578565672056,81.96587388025671,77.67577630353507,1,0
1,12423,8129,7,1,8116,0,4,18,2,24,73.60666730842411,112.17715199924517,101.06973608444449,0,2
2,5431,18714,8,8,18709,3,4,19,1,14,66.55570157294356,94.43675848027706,73.94162716366628,1,1
2,7067,10270,3,8,10248,8,4,22,0,6,53.55237136794459,93.32276952625013,100.86566429464524,2,0
1,14222,11679,8,8,11668,8,2,16,3,18,73.92833959809599,111.14581927237914,88.42473500255623,2,1
2,3328,11333,2,8,11324,7,2,1,1,13,61.82267400062268,96.69043154796461,88.41763980522835,0,1
1,13171,18822,8,8,18811,8,4,19,4,0,55.912426885182974,93.2799852623502,76.94103238946381,0,1
2,11698,16748,8,8,16732,8,4,21,4,1,67.01322486356918,101.32275606891189,97.15759390994883,0,0
1,2663,118,8,6,116,8,4,22,3,17,52.13830610977871,86.21423276818305,81.6235111000373,0,3
2,815,19058,8,6,19036,5,4,22,1,14,56.99537046566575,95.8415585216571,77.80056190146419,0,2
2,21299,11038,8,8,11027,8,4,21,1,13,52.3857197070675,102.9432411884972,77.67332706383388,2,1
2,6313,10885,8,8,10861,8,1,15,4,4,68.73175043156226,109.44951798816258,94.55777010763599,0,2
2,10413,4358,8,7,4369,8,1,15,1,13,70.49708490295134,108.14353000169213,92.8894378988415,0,1
0,11941,4824,8,8,4835,8,0,4,4,4,74.47225895737196,124.57288721008833,113.10702944465648,2,1
0,20401,632,8,8,638,8,4,21,4,4,63.91014896471458,104.9042553954904,89.357838335924,0,3
2,12022,2642,8,8,2666,8,2,3,1,11,52.47842345057215,85.041740916372,76.4838436927697,0,3
0,19431,13640,4,8,13646,7,4,21,3,19,70.74484839353056,90.61239131371025,94.96631810003466,1,1
2,14728,8720,8,8,8704,5,4,21,4,0,68.35252675714996,83.6633019415625,89.98585245045267,2,0
2,17546,5065,8,8,5074,8,4,19,1,11,69.55081204356947,113.9395669333225,99.33501457693721,0,1
1,16874,20140,3,8,20111,8,4,22,1,10,98.60533925568193,89.39177049548202,101.38540339176355,1,1
2,6474,12719,8,4,12703,8,2,2,1,12,52.56756990035004,92.90295957948487,77.49383343612595,0,3
1,101,18263,8,8,18246,8,2,1,0,5,49.350447248857186,90.2393144466995,83.35277971240747,2,1
2,8716,12198,8,7,12173,8,1,14,4,3,75.07387398663994,91.18821138125536,96.16781610074777,2,3
2,15790,12446,9,8,12437,8,4,21,4,0,70.50210756951392,113.7760525667274,95.27880026664707,0,1
2,21002,2629,0,3,2651,8,4,18,1,14,61.95768407955257,81.05133057789376,107.51710933286546,1,3
1,380,382,8,8,372,8,2,1,2,24,56.900339828198625,88.70776516236123,78.41617015387753,0,2
1,19772,19782,8,8,19768,8,4,22,1,12,58.37004108355756,79.47274603916497,83.36411125729262,2,2
1,19841,8155,8,9,8144,8,1,15,3,19,62.5760028145466,90.47432029556879,90.69999906337951,2,1
2,3806,6676,8,8,6663,8,1,15,1,10,82.80370470263709,88.56905370271284,89.27508271242473,1,1
2,13162,21914,8,8,21881,8,4,20,1,10,65.35176900228717,96.49011375065817,89.22352821154271,0,2
1,18046,17477,6,8,17458,8,2,17,1,14,55.58533293960996,116.1843913075425,96.75355198799102,2,2
2,8183,21909,8,8,21885,8,3,7,4,4,62.15384998941231,91.85473863613491,88.48399032167485,0,1
1,11349,2974,8,8,2987,8,4,21,2,24,66.83812522766264,98.7079507823932,92.00853857397873,0,1
1,3765,8347,8,8,8339,8,0,3,1,13,64.41825954810668,113.39705182018108,96.50768438784345,2,1
2,22917,13460,8,3,13463,8,1,15,4,0,68.85388616553378,106.62560272814474,96.40242247806653,0,0
2,3072,21944,8,6,21919,5,4,20,2,24,67.16399452877579,100.97284070301374,87.03790960609368,0,1
1,13206,23887,8,8,23839,8,2,3,1,11,62.314229687468135,81.7230714446217,76.68677289578349,2,1
0,1902,21481,8,8,21456,8,2,3,4,3,78.84393350434138,102.11890281297971,95.73749552023278,2,3
1,21443,18975,8,8,18958,8,2,2,3,15,52.48860528127054,94.04541021434213,84.65768131602582,0,2
1,10889,9202,8,7,9176,3,4,21,1,14,55.85504692959874,88.11746260093258,82.99948009310214,0,1
2,9317,17776,2,8,17762,8,2,16,3,16,74.03569671838348,108.49383279003361,95.48028917432678,0,1
1,1965,14481,8,1,14471,8,3,11,1,12,53.25077131119329,88.43758080315189,81.17588356702551,0,1
2,17650,9889,8,8,9860,8,2,16,4,4,62.54447643738452,111.15020652880804,92.63451351400572,2,1
2,17227,6086,8,8,6075,8,4,22,1,10,66.82759926176546,108.35866362842471,99.42229771874423,0,1
2,5345,5058,8,8,5064,8,4,22,4,1,54.6272139254805,92.65262310958512,77.86114420484522,0,1
1,6654,20433,1,8,20398,8,2,2,4,4,63.4354954255331,96.96658467716047,84.06018765440805,0,2
1,6781,7335,8,4,7321,8,3,11,1,10,55.48818731064261,92.36201444892632,79.72867416091007,0,2
2,9955,8774,8,8,8758,1,4,21,1,14,56.87468262391842,87.45579829566822,82.01314024181842,0,1
2,15433,8921,8,0,8900,2,0,6,1,13,69.47680720157015,110.17751583546325,93.69611690611657,0,1
2,633,677,8,9,671,6,4,22,1,12,63.462389699582154,104.00034878487851,82.00289821488144,0,1
2,14715,8388,2,2,8380,8,4,19,1,14,66.79239013137185,96.62696663032665,85.1935247981849,0,0
2,22014,22516,8,6,22486,9,4,18,1,13,61.36591536694972,73.09179943336403,100.32327069497406,1,0
1,14724,2015,8,6,2028,8,2,3,1,14,71.49655331609581,99.6948216006904,84.28774268928655,2,1
2,3453,21187,5,8,21150,8,0,0,2,24,99.55910581090187,96.96496816269378,72.07218055858004,1,2
2,7861,9356,0,8,9331,8,1,15,2,24,69.39769080479994,101.15272033052229,87.03625908139693,2,2
1,7897,14940,8,8,14937,8,0,6,1,13,98.0352818008092,97.9681434590447,90.02593530113586,1,1
1,2879,544,0,8,548,8,1,15,4,3,75.96086406544349,114.50281312075384,102.57733746577203,0,1
1,14456,18690,8,8,18674,1,4,22,1,13,68.15718632391602,69.57193327786264,87.7764582271712,1,3
1,16909,4434,8,8,4456,1,4,19,1,14,65.51884083152532,91.79807729120935,86.95223843983473,0,1
2,8925,16083,8,4,16069,8,4,21,4,4,65.70096526235973,97.53208777799873,84.39292294520803,0,3
2,9997,13415,1,3,13419,8,1,13,1,10,59.09486099092967,114.55025904910799,96.56185085225754,2,2
1,1809,15136,8,8,15132,8,1,14,3,19,67.64457719145808,95.00972449599598,102.99553110847356,2,1
0,763,11266,8,5,11259,8,1,15,4,0,74.65364471156182,96.70672292177743,105.07888787023887,2,2
2,19359,813,8,8,812,3,1,14,1,14,57.98626513633595,92.13571998401018,80.25918731430569,0,2
1,20734,21822,7,8,21785,8,0,4,1,10,61.776099124633156,98.76805278335503,87.17519354735761,0,1
1,12742,1790,9,8,1798,8,3,10,0,9,64.408999530695,99.44009519555675,94.11906287240127,0,3
1,8260,23987,8,6,23951,8,4,22,1,13,69.66974712756415,102.80318960524241,89.78285138636043,0,3
1,10331,2375,5,8,2396,8,4,20,2,23,68.33992790310214,95.34066077671433,86.69098748885894,0,1
1,788,4634,8,8,4640,9,4,18,1,13,58.48093874064156,91.84491558303483,77.78675090156685,0,1
2,19800,9377,8,8,9357,8,1,15,1,11,70.08068506437573,113.525588049061,107.15791245255451,2,1
0,8781,22670,8,1,22639,8,1,13,4,4,68.67204215978443,119.82619941218385,100.00798593065701,2,3
0,4513,11614,8,8,11593,8,2,1,1,13,53.505302190318034,88.5577755828439,79.40230776561003,0,2
0,14249,21980,8,8,21945,9,4,19,4,3,60.79837376527309,78.06034563428288,80.7603508714332,2,0
2,8182,22457,3,6,22421,9,1,9,4,1,74.0084823311318,98.2126078097503,91.15225344910286,0,0
1,15096,7483,8,0,7462,8,4,21,1,11,55.81431151778078,92.57865624881585,75.88169317536126,0,0
2,7317,19701,8,8,19681,8,2,1,3,19,60.23070864603282,86.01957254918243,78.44417057649046,2,1
2,7227,21255,8,8,21218,8,3,7,1,12,54.431956548871206,91.87654526763997,76.86824579486345,0,0
1,12602,22175,8,8,22144,2,2,16,4,3,51.53331490696945,85.98852274452788,75.6654145163157,0,2
2,20305,793,8,8,788,8,4,21,3,15,52.95482678379238,92.64719477632671,89.86768162327401,2,1
2,18385,1033,8,8,1038,0,4,19,0,8,66.87534688031111,96.60955854433838,79.05688363005574,2,2
2,6847,20808,8,8,20776,8,4,20,3,19,65.04326592802006,102.4709444417308,87.05418738064608,0,3
2,11786,2436,1,7,2447,8,2,17,4,4,67.35584908799001,101.28845962248684,66.16203892965562,1,3
2,18689,17111,8,8,17088,8,4,21,4,4,51.51258051627316,94.07329845014884,76.2262882471394,2,0
2,3733,23683,8,8,23655,8,2,17,3,19,71.59787188433515,95.17180199123516,96.48008884449138,0,1
1,3356,8905,8,8,8878,8,1,9,2,24,67.5326799767983,98.04564040166582,84.05242327862403,2,1
1,7961,10091,8,8,10064,8,4,18,3,19,56.02563253423106,89.78226844882892,78.24240314755856,0,1
2,12768,21194,8,5,21160,0,0,0,4,2,54.97357984145917,90.81394514137774,76.8437729054118,0,1
1,7634,5456,8,8,5460,8,1,12,4,3,60.67836423210298,82.20381575601873,107.57907459550387,1,1
1,17804,15677,9,2,15667,9,0,0,4,0,72.07662004884831,99.84920386065556,90.88868770921042,0,1
1,5782,22333,8,0,22305,8,2,16,1,14,70.96557567175337,111.30101061095931,99.64475998219453,0,2
2,18537,14792,8,6,14792,9,4,18,1,14,63.0352058742628,106.75072529051035,80.69593709473345,2,3
1,23157,644,8,8,644,8,2,3,1,14,83.37552702179065,107.228728595613,98.70295406958387,1,1
2,16056,17955,8,8,17939,9,4,21,2,20,76.1128978677187,104.3820410574409,91.11414546672395,2,1
2,7996,6602,4,8,6595,8,0,6,4,3,55.566243325873494,88.62925389730769,78.40901591377678,0,1
0,19215,4426,8,4,4438,8,1,15,1,14,51.9780990155239,87.75342174891645,78.60842804171008,0,1
2,17914,11521,8,7,11507,8,2,3,0,6,96.03356916338394,94.40234604394901,97.90237700186147,1,3
1,13407,3877,7,3,3887,8,1,9,4,4,71.60407774489738,109.96668766029957,100.99759601015006,0,2
2,2222,2183,7,4,2194,8,2,3,3,16,62.83199943641486,102.79211790983918,84.8114088992626,2,3
2,15674,4994,8,8,5005,8,4,21,1,14,93.44223572834359,77.91218528716045,90.95996520278901,1,1
1,14129,4315,8,8,4326,8,1,12,3,19,53.11147326916962,98.51709248755554,74.10586544112081,2,1
2,22463,14652,8,1,14646,2,4,21,1,14,75.646099395724,109.402964031908,106.1603293339748,2,2
1,19037,8850,8,8,8840,8,4,20,4,0,57.40060699157079,79.6709724856051,68.20073152215207,2,1
1,21939,14547,4,0,14540,8,1,12,0,6,52.77847409324549,91.8004963598442,77.92149846736164,0,0
2,4143,15925,8,6,15919,3,2,16,0,5,53.07256681096285,91.23848242398864,80.74938540919095,0,1
2,2632,22507,8,8,22474,8,2,2,1,10,54.01186181152108,93.52512138269148,83.85107743821905,0,1
1,12117,16766,8,8,16737,8,0,6,1,14,65.13428074475424,101.72921242289797,84.56926095968524,2,1
2,3168,3575,8,1,3571,8,4,20,0,8,56.23497179858993,98.44578077144095,69.90903050709899,2,0
1,4699,3599,8,6,3603,8,0,4,4,2,53.95599100896337,94.6452495223752,83.24447717942842,0,1
1,16327,14977,1,8,14969,8,4,19,1,14,53.413471814030174,87.41451194660821,76.94435250813592,0,3
2,19483,16504,8,8,16498,8,1,15,1,14,65.25073718814515,92.27791421861615,110.44289813950586,2,0
2,22078,6584,5,8,6571,8,4,19,1,12,61.0351214462073,85.9200786364024,86.9871285817217,2,1
2,15838,9435,8,0,9401,2,0,6,4,4,55.894789956251245,88.8650013478123,76.79985606349055,0,1
1,15994,13604,8,7,13608,8,1,9,1,14,57.8591430526764,116.28097219598335,92.56143942409432,2,1
1,17184,24012,2,5,23974,8,1,14,1,14,52.960650137409985,87.95531171660221,80.63601170782322,0,1
2,14784,6832,8,8,6828,8,0,5,1,12,49.309502259934945,94.59530216905881,78.99825950026397,2,1
0,1972,20435,1,1,20401,7,0,6,2,21,72.39443220760644,113.12511647077538,90.6970324644513,2,1
2,18,13881,8,1,13876,8,4,22,2,24,47.01918936800915,83.48327411601944,88.95081065618999,2,1
2,20466,20804,8,8,20772,8,2,3,2,24,53.69435084540395,88.95931906679806,77.87872711013434,0,3
2,13765,9043,8,8,9025,8,1,15,1,10,61.78635083910075,80.4275902840884,72.07637720661945,1,3
2,3322,14496,8,8,14480,1,2,3,4,2,75.76966748271833,115.07031311055427,73.07112170094408,2,1
